,date,avg_pnl,total_pnl,buy_ratio,avg_price,total_volume_usd,unique_traders,sentiment_score,sentiment_label
41,2024-01-26,18.04,90.2,0.8,0.1198688,11773.21,2,49,Neutral
42,2024-01-28,-225.27906545454545,-2478.06972,0.0,16.956,18109.03,1,54,Neutral
43,2024-01-29,6.5751694864864865,486.562542,0.28378378378378377,15636.855511594595,414208.18,2,55,Greed
44,2024-01-30,-3.5439630816326537,-173.65419100000003,0.5714285714285714,27371.991836734695,401011.38,1,61,Greed
45,2024-01-31,-0.93113017112922,-799.840817,0.5471478463329453,28200.90456028405,6305647.13,1,60,Greed
46,2024-02-01,0.0,0.0,1.0,0.07612616666666668,2008.18,1,63,Greed
47,2024-02-02,10.867225547619048,456.423473,0.4523809523809524,15601.771341142858,474278.43,1,63,Greed
48,2024-02-03,3.9876640535714283,223.30918699999998,0.32142857142857145,29939.640223214286,603820.0,1,60,Greed
49,2024-02-04,1.360682714285714,47.62389499999999,0.5428571428571428,12108.636457142857,203187.53,1,60,Greed
50,2024-02-05,-0.4646415833333337,-33.45419400000003,0.4583333333333333,15958.2223625,770198.26,1,60,Greed
51,2024-02-06,-0.19817638511029412,-215.615907,0.47610294117647056,22118.307961134193,8047153.41,1,64,Greed
52,2024-02-07,16.082808,241.24212,0.4666666666666667,3.98582,6758.73,1,62,Greed
53,2024-02-08,77.07560240000001,770.756024,0.2,10.0228845,26051.12,1,66,Greed
54,2024-02-11,28.924799294117648,983.443176,0.6764705882352942,17890.449081970586,212311.82,1,71,Greed
55,2024-02-12,57.11761168749999,913.8817869999998,0.6875,28717.7418125,227247.69999999998,1,70,Greed
56,2024-02-13,39.960277857142856,559.44389,0.0,0.06054285714285714,1999.99,1,79,Extreme Greed
57,2024-02-14,34.509908405405405,3830.599833,0.3063063063063063,5443.060992846847,320839.88,2,74,Greed
58,2024-02-15,29.219010746031746,1840.797677,0.8253968253968254,2750.1658545873015,185188.04,2,72,Greed
59,2024-02-16,30.174554032967034,5491.768834,0.6318681318681318,696.7813038571429,564896.51,2,72,Greed
60,2024-02-17,20.52810425531915,1929.6418,0.5319148936170213,3403.646719574468,406118.07,2,76,Extreme Greed
61,2024-02-18,4.923967319587628,477.6248299999999,0.3917525773195876,3.395497731958763,157048.17,1,72,Greed
62,2024-02-19,42.750183792079206,4317.768563,0.40594059405940597,2068.0068288118814,286377.2,2,75,Extreme Greed
63,2024-02-20,83.68279035897436,3263.628824,0.3333333333333333,2681.8062438974357,119419.72,2,72,Greed
64,2024-02-21,84.49084409090909,1858.7985700000002,0.3181818181818182,27.589205454545457,108047.51999999999,2,78,Extreme Greed
65,2024-02-22,44.25119397727272,3894.1050699999996,0.3977272727272727,1175.5737064772727,373033.87,2,74,Greed
66,2024-02-23,9.91995055944056,1418.55293,0.916083916083916,725.5068307692308,111106.14,1,76,Extreme Greed
67,2024-02-25,-6.1541,-30.7705,0.4,0.5663259999999999,4480.13,1,74,Greed
68,2024-02-26,113.25249487179488,4416.8473,0.6923076923076923,5.614911538461539,192187.14,2,72,Greed
69,2024-02-27,14.103360841269842,888.511733,0.5238095238095238,36.161129396825395,209362.3,2,79,Extreme Greed
70,2024-02-28,55.63882744444444,2503.747235,0.6888888888888889,1.2982939111111111,171107.13,1,82,Extreme Greed
71,2024-02-29,84.60342234482759,9813.996992,0.5172413793103449,11.306912146551724,395666.73,2,80,Extreme Greed
72,2024-03-01,60.176944591240876,8244.241409,0.27007299270072993,2.725657408759124,472974.7,1,80,Extreme Greed
73,2024-03-02,7.448406451612905,230.90060000000005,0.9032258064516129,0.8005309032258064,63197.56,2,80,Extreme Greed
74,2024-03-03,105.83653474683545,8361.086245,0.45569620253164556,3.0333498607594938,390745.68,1,83,Extreme Greed
75,2024-03-04,92.66591914,27799.775742,0.5366666666666666,419.88134141,1577996.87,2,82,Extreme Greed
76,2024-03-05,109.95014467222222,19791.026041,0.3055555555555556,0.3816785944444444,841810.32,1,90,Extreme Greed
77,2024-03-06,83.10762364634145,6814.825139,0.5975609756097561,1.7171503902439025,327218.02,1,75,Extreme Greed
78,2024-03-08,63.7594960597015,4271.886236,0.2835820895522388,2.9131835970149256,183583.18,1,81,Extreme Greed
79,2024-03-09,85.03847541880343,9949.501624,0.7094017094017094,15.9975568974359,658178.75,1,84,Extreme Greed
80,2024-03-10,59.117314285714286,2482.9272,0.9047619047619048,34.630716666666665,219973.85,1,79,Extreme Greed
81,2024-03-11,85.43284511904761,3588.179495,0.2857142857142857,2.647672619047619,176519.44999999998,1,82,Extreme Greed
82,2024-03-12,379.89575,3039.166,0.125,9.235375,103040.85,1,81,Extreme Greed
83,2024-03-13,0.0,0.0,1.0,3979.957142857143,6000.799999999999,1,81,Extreme Greed
84,2024-03-14,192.5481017777778,3465.865832,0.1111111111111111,252.0171572222222,205933.18,2,88,Extreme Greed
85,2024-03-15,100.58892985483871,6236.513651,0.41935483870967744,502.81406972580646,351894.41,3,83,Extreme Greed
86,2024-03-16,28.57248,228.57984,0.625,2750.4022475,37223.66,2,81,Extreme Greed
87,2024-03-17,21.882345869565217,503.293955,0.782608695652174,2191.606,99506.95,3,79,Extreme Greed
88,2024-03-18,76.68198421052631,1456.9577,0.6842105263157895,2238.5484684210523,90458.08,3,77,Extreme Greed
89,2024-03-19,27.86658220833333,668.797973,0.7083333333333334,575.3537,219884.84,3,79,Extreme Greed
90,2024-03-20,93.08890723188406,6423.134599,0.42028985507246375,193.64368536231885,215705.85,2,74,Greed
91,2024-03-21,83.41100267857142,2335.5080749999997,0.9285714285714286,124.34982285714285,117895.57,3,78,Extreme Greed
92,2024-03-24,68.26413036842105,1297.018477,0.7894736842105263,8.960757894736842,92592.20999999999,1,74,Greed
93,2024-03-25,186.13091828571427,1302.916428,0.0,3582.2999999999997,57116.32,1,75,Extreme Greed
94,2024-03-26,27.253445703389833,3215.906593,0.06779661016949153,219.49172627118645,198565.19,2,81,Extreme Greed
95,2024-03-27,3.9581878947368416,150.41114,0.5,13627.738306315789,99864.79,2,83,Extreme Greed
96,2024-03-28,17.527000615384615,227.85100799999998,0.9230769230769231,803.983042,35323.72,2,80,Extreme Greed
97,2024-03-29,58.873160266666666,883.097404,0.6,3541.54,86914.37,1,79,Extreme Greed
98,2024-03-30,24.45722533333333,1100.57514,0.022222222222222223,0.19727666666666666,101103.92,1,75,Extreme Greed
99,2024-03-31,70.21431884615384,912.786145,0.0,3627.730769230769,39912.96,1,75,Extreme Greed
100,2024-04-01,32.57095332467532,2507.963406,0.4155844155844156,1332.2278167402596,339470.47,2,79,Extreme Greed
101,2024-04-02,21.555141756097562,883.760812,0.24390243902439024,3060.7089024390243,239664.50999999998,2,79,Extreme Greed
102,2024-04-03,31.6971,126.7884,0.75,8.3283,16887.57,2,71,Greed
103,2024-04-04,0.0,0.0,0.0,3401.434375,95987.73,1,70,Greed
104,2024-04-05,107.06484306,10706.484306,0.17,330.28005890000003,503791.8,3,79,Extreme Greed
105,2024-04-06,14.770945874999999,236.33513399999998,0.0,3328.08125,68223.67,1,75,Extreme Greed
106,2024-04-07,0.0,0.0,0.0,3398.0043478260873,49988.14,1,78,Extreme Greed
107,2024-04-08,40.614223333333335,1218.4267,0.03333333333333333,3295.5374166666666,211940.64,2,76,Extreme Greed
108,2024-04-09,0.0,0.0,0.0,3501.3000000000006,57063.840000000004,1,80,Extreme Greed
109,2024-04-10,127.01081497560976,5207.443414,0.975609756097561,3433.4707317073166,351735.97,1,78,Extreme Greed
110,2024-04-11,24.35894775,389.743164,0.875,3521.2125,76400.96,1,76,Extreme Greed
111,2024-04-12,-4.594153790697676,-592.6458390000001,0.3333333333333333,555.2924815968992,442088.59,3,79,Extreme Greed
112,2024-04-13,74.3983343258427,6621.451755,0.5168539325842697,658.6612459887641,486411.25,2,72,Greed
113,2024-04-14,-337.4206777570094,-36104.012520000004,0.42990654205607476,1787.6264255140186,659162.17,2,72,Greed
114,2024-04-15,92.05094439024391,3774.08872,0.43902439024390244,230.87443634146342,291111.19,2,74,Greed
115,2024-04-16,52.504302574468085,2467.702221,0.6595744680851063,0.8237938510638297,181907.17,2,65,Greed
116,2024-04-17,174.39059999999998,2441.4683999999997,0.9285714285714286,4.993378571428572,97562.99,1,67,Greed
117,2024-04-19,55.61272748571429,1946.4454620000001,0.14285714285714285,3065.0228571428574,337257.92000000004,1,66,Greed
118,2024-04-20,0.0,0.0,0.9090909090909091,285.09828863636363,60733.24,2,66,Greed
119,2024-04-22,0.0,0.0,0.0,3202.222222222222,47993.61,1,73,Greed
120,2024-04-23,16.962669636363636,1119.536196,0.5606060606060606,2616.430871212121,233054.9,2,71,Greed
121,2024-04-24,13.95929535,279.185907,0.65,3230.17,141275.24,1,72,Greed
122,2024-04-25,0.0,0.0,1.0,251.67034283783786,120241.01,2,72,Greed
123,2024-04-26,0.0,0.0,0.0,0.12152,4988.290000000001,1,70,Greed
124,2024-04-27,158.57363477777778,4281.488139,0.0,3258.651851851852,154264.47,1,67,Greed
125,2024-04-28,0.0,0.0,0.0,451.9867443103448,43985.6,2,65,Greed
126,2024-04-29,11.709640799999999,526.9338359999999,0.5333333333333333,2245.884760888889,108699.01,2,67,Greed
127,2024-04-30,0.0,0.0,1.0,3023.15,125018.75,1,67,Greed
128,2024-05-01,0.0,0.0,1.0,2916.8142857142857,87025.45,1,54,Neutral
129,2024-05-03,147.3893623611111,5306.017045,0.08333333333333333,1960.4601549999998,282682.64999999997,3,48,Neutral
130,2024-05-04,0.0,0.0,0.0,2089.1695403333333,58998.75,2,67,Greed
131,2024-05-05,0.15266666666666667,0.916,0.16666666666666666,2099.545833333333,24068.350000000002,2,69,Greed
132,2024-05-06,107.62115333333333,968.59038,0.8888888888888888,3109.866666666667,206016.43,1,71,Greed
133,2024-05-07,49.08542738888889,883.537693,0.3333333333333333,1715.215231,108717.58,3,68,Greed
134,2024-05-08,0.12044307692307693,1.56576,0.9230769230769231,2312.7117384615385,65973.57,2,64,Greed
135,2024-05-09,40.985566285714285,1147.595856,0.32142857142857145,2667.6832657142854,221966.12,2,55,Greed
136,2024-05-10,95.53371340909092,2101.741695,0.7272727272727273,2946.254545454545,156882.0,1,66,Greed
137,2024-05-11,27.956082444444444,251.604742,0.0,2922.511111111111,63248.95,1,53,Neutral
138,2024-05-12,0.0,0.0,0.7391304347826086,1272.34931,55179.56,2,56,Greed
139,2024-05-13,76.31620925,2136.853859,0.17857142857142858,2635.7705885714286,193118.9,2,57,Greed
140,2024-05-14,50.02275239130436,1150.5233050000002,1.0,2912.1304347826085,145853.4,1,66,Greed
141,2024-05-15,26.360293944444447,948.970582,0.3055555555555556,2930.625,234922.57,1,64,Greed
142,2024-05-16,7.94777037037037,214.5898,0.5185185185185185,2656.364285925926,162620.96,2,70,Greed
143,2024-05-18,140.89578644000002,3522.3946610000003,0.28,3123.796,126303.14,1,73,Greed
144,2024-05-19,0.0,0.0,1.0,3079.425,29998.09,1,72,Greed
145,2024-05-20,-7.4818442,-74.818442,0.7,2156.14175,38124.75,2,70,Greed
146,2024-05-21,58.31518057599999,7289.397571999999,0.232,14134.35288,1100948.59,2,76,Extreme Greed
147,2024-05-22,0.0,0.0,0.0,3733.3333333333335,44995.29,1,76,Extreme Greed
148,2024-05-23,1.2718379353846154,413.347329,0.5815384615384616,1108.603136243077,401850.6,3,76,Extreme Greed
149,2024-05-24,410.974639,821.949278,0.0,3844.4,50811.899999999994,1,74,Greed
150,2024-05-25,0.8828774374999999,14.126038999999999,0.4375,469.7218425,29991.129999999997,2,76,Extreme Greed
151,2024-05-26,48.66774375,778.6839,0.125,496.56757500000003,53976.67,2,75,Extreme Greed
152,2024-05-27,4.499425776892431,1129.35587,0.3705179282868526,33.197340745019915,151115.72,1,74,Greed
153,2024-05-29,1.6938533719512194,277.791953,0.40853658536585363,4235.211447786585,84268.76,2,72,Greed
154,2024-05-30,2.9930618571428576,20.951433,0.7142857142857143,20348.618645714287,2838.09,1,73,Greed
155,2024-05-31,1.9506246153846154,25.35812,0.3076923076923077,2.152072923076923,3636.14,1,73,Greed
156,2024-06-01,3.66041676,91.510419,0.36,1.1308718,12834.62,1,72,Greed
157,2024-06-02,2.074268247311828,192.906947,0.3655913978494624,1.0599227956989248,29464.51,1,73,Greed
158,2024-06-03,8.040117257142859,562.808208,0.6285714285714286,1.3030562857142858,21466.86,1,73,Greed
159,2024-06-04,0.9851214716981133,52.211438,0.4716981132075472,13394.864554716982,24243.41,1,73,Greed
160,2024-06-05,1.038064925925926,56.055506,0.3148148148148148,2682.9926944444446,25350.77,1,75,Extreme Greed
161,2024-06-06,1.1716802863247862,274.173187,0.4358974358974359,30.647596965811967,137557.76,1,78,Extreme Greed
162,2024-06-07,20.23288049090909,8902.467416,0.4113636363636364,1232.3513694545454,1098588.76,3,77,Extreme Greed
163,2024-06-08,4.453063413793104,129.13883900000002,0.7241379310344828,10513.408993103449,97351.88,2,72,Greed
164,2024-06-09,0.0,0.0,1.0,1091.865705882353,22410.22,2,75,Extreme Greed
165,2024-06-10,0.589939716981132,31.266804999999998,0.41509433962264153,280.7776811320755,46587.93,2,72,Greed
166,2024-06-11,35.12708789430894,4320.631811,0.926829268292683,8924.726208861788,373279.92,3,74,Greed
167,2024-06-12,-86.16744682283463,-21886.531493,0.452755905511811,1364.4425952755905,193407.96,2,72,Greed
168,2024-06-13,83.95895082278481,6632.757115,0.9620253164556962,180.8725936708861,132577.22,2,70,Greed
169,2024-06-14,330.9223422258064,10258.592609,1.0,1759.0960645161292,139868.66,2,74,Greed
170,2024-06-15,43.20459417948718,3369.958346,0.11538461538461539,2138.914496153846,718350.25,2,74,Greed
171,2024-06-16,0.0,0.0,0.0,4.114990909090909,25235.079999999998,1,71,Greed
172,2024-06-17,278.9342730263158,10599.502375,0.8421052631578947,1595.9607578947368,368380.12,2,71,Greed
173,2024-06-18,11.3030544,282.57636,0.84,2787.8253600000003,263314.79,2,74,Greed
174,2024-06-19,80.12552367213115,4887.656944,0.04918032786885246,1563.7263098360656,417071.12,3,64,Greed
175,2024-06-20,1473.8065647692308,57478.456026,0.0,374.05558,207990.8,3,60,Greed
176,2024-06-21,9.66947755,773.5582039999999,0.85,877.39821875,176264.49,2,63,Greed
177,2024-06-22,31.536523541666668,756.876565,0.16666666666666666,1765.2402375,169594.27000000002,2,53,Neutral
178,2024-06-23,0.0,0.0,0.0,3.09,1792.12,1,55,Greed
179,2024-06-24,0.0,0.0,0.8064516129032258,2708.8659548387095,403002.8,2,51,Neutral
180,2024-06-25,99.3745531632653,4869.353105,0.22448979591836735,3.248285714285714,103099.08,1,30,Fear
181,2024-06-26,58.30183586111111,4197.732182,0.5694444444444444,1472.1298,365190.66000000003,2,46,Neutral
182,2024-06-27,0.0,0.0,0.4,1362.6499733333333,130486.95,2,40,Fear
183,2024-06-29,82.0043486,6150.326145,0.4666666666666667,767.398007192,280095.11,2,30,Fear
184,2024-06-30,0.0,0.0,0.35714285714285715,724.8069907142857,30520.69,2,47,Neutral
185,2024-07-01,79.1537391875,5065.839308,0.09375,1312.7375605675,362670.14999999997,2,53,Neutral
186,2024-07-02,134.514062,2421.253116,0.7222222222222222,3.4119444444444444,33347.47,1,51,Neutral
187,2024-07-03,62.132626888888886,1118.387284,1.0,2039.0916666666667,179600.66,2,50,Neutral
188,2024-07-04,0.0,0.0,1.0,2795.886,430568.01,2,44,Fear
189,2024-07-05,0.0,0.0,1.0,1837.889625,272289.89,2,29,Fear
190,2024-07-06,4.53634075,108.87217799999999,0.7083333333333334,1.10232597125,2490.17,1,26,Fear
191,2024-07-07,6.1428942,61.428942,0.0,3.9900000000000007,498.75,1,29,Fear
192,2024-07-08,0.0,0.0,1.0,3.19,497.64,1,28,Fear
193,2024-07-09,43.265627466666665,648.984412,0.0,4.546446666666666,2736.45,1,27,Fear
194,2024-07-10,213.88812333928573,11977.734907,0.17857142857142858,2410.4582857142855,687900.21,2,28,Fear
195,2024-07-11,98.77958326315789,1876.812082,0.5263157894736842,3151.1421052631576,169887.02,1,29,Fear
196,2024-07-12,74.33235021052631,1412.314654,1.0,1621.380905263158,89582.97,2,25,Fear
197,2024-07-13,171.38928452941175,2913.617837,0.0,2416.179635294118,139189.19,2,25,Fear
198,2024-07-14,0.0,0.0,0.0,3194.1857142857143,84001.13,1,33,Fear
199,2024-07-15,-0.038461538461538464,-1.0,0.07692307692307693,2752.5296153846157,198344.85,2,52,Neutral
200,2024-07-16,0.0,0.0,0.0,3446.881818181818,144000.57,1,65,Greed
201,2024-07-17,5.297064037037037,1859.269477,0.4415954415954416,92.99230740740741,626005.53,3,69,Greed
202,2024-07-18,63.398071849999994,3803.884311,1.0,2995.8028266666665,649704.85,2,61,Greed
203,2024-07-19,93.73439626086956,2155.891114,0.043478260869565216,8050.626695652173,150269.42,2,60,Greed
204,2024-07-20,8.643494609022557,2299.169566,0.15413533834586465,124.94923650375941,244362.21,2,74,Greed
205,2024-07-21,-6.608743051339286,-2960.716887,0.5334821428571429,27.973419642857145,234307.46,2,74,Greed
206,2024-07-22,9.851427766233765,1517.119876,0.6688311688311688,481.8778051948052,304213.8,2,70,Greed
207,2024-07-23,242.9467627189189,89890.302206,0.37027027027027026,23.578924594594596,358526.54,3,71,Greed
208,2024-07-24,6.9506831,625.561479,0.6,115.88352861011111,69207.93,5,69,Greed
209,2024-07-25,11.753054615384617,916.7382600000001,0.9871794871794872,2688.136446210769,528555.31,3,68,Greed
210,2024-07-26,18.200744164473683,2766.513113,0.28289473684210525,826.2452972302632,548587.65,4,68,Greed
211,2024-07-27,112.2916430877193,6400.623656,0.15789473684210525,2922.802513681579,905199.75,2,72,Greed
212,2024-07-28,36.706189375,587.29903,0.9375,607.7397125,43254.68,2,71,Greed
213,2024-07-29,8.482165487179486,330.80445399999996,0.46153846153846156,48349.08078974359,327199.14,2,74,Greed
214,2024-07-30,0.0,0.0,1.0,3295.4833333333336,36006.47,1,67,Greed
215,2024-07-31,17.806764744186047,765.690884,0.3953488372093023,256.78039232558143,84506.54,2,61,Greed
216,2024-08-01,2.9312283684210527,167.080017,0.8245614035087719,18740.473002526316,227774.53,4,52,Neutral
217,2024-08-02,12.418542714285714,782.3681909999999,0.6666666666666666,14406.321016984128,396320.37,3,57,Greed
218,2024-08-03,12.545667567567568,464.1897,0.972972972972973,2718.8256902127027,290532.86,5,37,Fear
219,2024-08-04,-965.9212667952756,-122672.000883,0.47244094488188976,11138.705859755904,1207744.07,5,34,Fear
220,2024-08-05,-162.6708146125,-13013.665169,0.5125,14847.670722625,420495.4,4,26,Fear
221,2024-08-06,2.4982995140186914,267.318048,0.7102803738317757,1056.048024274299,61478.38,2,17,Extreme Fear
222,2024-08-07,5.720886515151515,188.789255,0.36363636363636365,1.594288883939394,2492.77,3,29,Fear
223,2024-08-08,-4.5235796666666666,-40.712216999999995,0.5555555555555556,520.3884688888888,16299.35,2,20,Extreme Fear
224,2024-08-09,125.56993941666666,18082.071276,0.375,4675.996384345139,503204.86,5,48,Neutral
225,2024-08-10,0.0,0.0,0.9886363636363636,1.8675185526136362,11339.29,2,40,Fear
226,2024-08-11,35.32402583333334,847.7766200000001,0.6666666666666666,892.9076233333334,44230.21,2,39,Fear
227,2024-08-12,17.88896875,858.6705000000001,0.8125,855.5521279583332,54167.32,3,25,Fear
228,2024-08-13,9.220913913043479,212.08102,0.8695652173913043,458.5604338260869,20797.87,3,31,Fear
229,2024-08-14,86.75606052,2168.9015130000003,0.76,971.82196148,66710.03,3,30,Fear
230,2024-08-15,0.0,0.0,1.0,0.032253416666666666,1522.3700000000001,1,29,Fear
231,2024-08-16,23.578015542857145,825.230544,0.9142857142857143,13243.149667228572,166382.84,2,27,Fear
232,2024-08-17,-9.609437100000001,-288.283113,0.9666666666666667,0.17191166666666666,30248.96,2,25,Fear
233,2024-08-18,20.480125866666665,307.201888,0.0,2467.2810786666664,62804.48,2,31,Fear
234,2024-08-19,42.462447874999995,339.69958299999996,0.375,58542.625,100315.03,1,28,Fear
235,2024-08-20,16.050237,192.602844,0.4166666666666667,1739.2645333333332,49914.8,2,30,Fear
236,2024-08-21,4.525523620689655,656.200925,0.38620689655172413,141.46601248275863,104990.41,2,26,Fear
237,2024-08-23,100.53052699999999,1005.30527,0.0,2683.83,63509.56,1,34,Fear
238,2024-08-24,0.0,0.0,0.0,46230.142857142855,34999.67,2,56,Greed
239,2024-08-25,0.0,0.0,0.47058823529411764,19585.087261176468,21950.28,2,54,Neutral
240,2024-08-26,38.539486333333336,231.236918,1.0,2263.875,92611.27,2,55,Greed
241,2024-08-27,0.0,0.0,0.98,372.7858502784,70250.16,2,48,Neutral
242,2024-08-28,148.15107166666667,1333.359645,1.0,15309.777777777777,71160.06999999999,2,30,Fear
243,2024-08-29,0.0,0.0,0.0,60802.0,9995.85,1,29,Fear
244,2024-08-30,42.744,256.464,0.6666666666666666,11097.769382833334,37233.24,4,34,Fear
245,2024-08-31,0.3200823823529412,10.882801,0.3235294117647059,11030.937086423235,107507.43000000001,3,29,Fear
246,2024-09-01,11.452757750000002,137.433093,0.5833333333333334,44.57331249999999,12359.68,1,26,Fear
247,2024-09-02,0.0,0.0,1.0,2426.1,30000.42,1,26,Fear
248,2024-09-04,31.346621529411763,1065.785132,0.9117647058823529,5402.028013264706,131480.97,2,27,Fear
249,2024-09-05,0.0,0.0,0.0,7.79e-05,0.84,1,29,Fear
250,2024-09-06,-26.306113452380952,-1104.856765,0.09523809523809523,215.73034285714286,39047.1,2,22,Extreme Fear
251,2024-09-08,0.0,0.0,0.0,0.11756,0.11,1,29,Fear
252,2024-09-09,0.0,0.0,1.0,0.0115,4014.4300000000003,1,26,Fear
253,2024-09-10,-73.24321966666666,-219.729659,0.3333333333333333,1557.6705000000002,2547.28,2,33,Fear
254,2024-09-11,0.0,0.0,0.0,1.5e-05,0.54,1,37,Fear
255,2024-09-14,0.0,0.0,0.9090909090909091,0.010652363636363637,1014.8000000000001,2,50,Neutral
256,2024-09-18,-6.059895131034483,-878.684794,0.07586206896551724,3.120756620689655,13633.5,1,45,Neutral
257,2024-09-19,0.0,0.0,1.0,0.9843423684210526,1521.8700000000001,1,49,Neutral
258,2024-09-20,599.0646425,9585.03428,0.1875,17153.90225,332873.38,2,54,Neutral
259,2024-09-21,1572.416057826087,36165.56933,0.0,4.30038695652174,165648.12,1,54,Neutral
260,2024-09-22,0.0,0.0,1.0,62701.0,19999.739999999998,1,52,Neutral
261,2024-09-23,167.380398,334.760796,0.5,63672.0,40334.29,1,50,Neutral
262,2024-09-24,0.0,0.0,0.9,0.4286068,7118.63,2,54,Neutral
263,2024-09-25,0.0,0.0,0.6666666666666666,42295.14844444444,52754.130000000005,2,59,Greed
264,2024-09-26,54.976564125,439.812513,0.0,24173.9921375,113711.93000000001,2,50,Neutral
265,2024-09-27,0.0,0.0,0.0,11807.956114285715,126097.04,2,61,Greed
266,2024-09-28,0.0,0.0,0.0,4.101,29199.21,1,64,Greed
267,2024-09-30,25.571946113207545,2710.626288,0.09433962264150944,6063.712550943396,214669.85,2,61,Greed
268,2024-10-01,0.0,0.0,1.0,62044.5,139954.32,1,50,Neutral
269,2024-10-02,0.0,0.0,1.0,60911.0,99954.34,1,42,Fear
270,2024-10-03,11.152864666666666,100.375782,0.6666666666666666,26799.238066666665,132935.69,2,37,Fear
271,2024-10-04,0.0,0.0,0.0,0.0011,0.34,1,41,Fear
